Gene_ID	adrenal.gland	colon	esophagus	gall.bladder	heart	kidney	liver	lung	ovary	pancreas	rectum	testis	urinary.bladder
ENSG00000000003	0	1.148301167	0	0	0	0	0	0	0.781087992	2.642270612	0	0.75825715	0
ENSG00000000419	9.741705381	0.96119613	2.388521294	1.561363201	0	2.599565121	4.009582928	8.468604088	7.919069661	3.44810009	1.866343323	5.916998415	1.470776871
ENSG00000000457	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000000938	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000000971	23.86900239	29.60828859	17.42814949	82.32459145	6.375912719	9.021637471	12.21230654	22.75813754	24.60589653	17.00974072	22.08633401	24.36635174	43.18430838
ENSG00000001036	7.730216631	0	0	0	0	0.978346771	2.371644483	0	1.076320948	0	1.615032982	1.396868969	0
ENSG00000001084	5.705846512	3.408534616	2.633691549	2.635650006	4.911690407	2.025839332	11.33796656	0.764929886	2.883141389	6.706771434	5.02164404	5.133340062	5.413842908
ENSG00000001167	0	0	0	0	0	0	0	0	0	0	0	1.229621036	0
ENSG00000001497	0	0	0	0	0	0	0	0	2.244361336	1.500973762	0	1.908688431	0
ENSG00000001561	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000001626	0	0	0	0	0	0	0	0	0	3.809237087	0	0	0
ENSG00000001629	0	0	0	0	0	0	0	0	0	0	0	2.098840025	0
ENSG00000001630	37.34564886	0	0	0	0	0.683594062	8.065369056	5.28061959	8.012039505	3.610507991	0.543133501	5.543487326	0
ENSG00000001631	0	0	0	0	0	0	0	0	0	0.70599419	0	1.160342431	0
ENSG00000002549	25.1273552	15.21706485	5.619147471	24.25741896	8.648643805	21.83549192	51.82648015	34.5225359	25.30953701	32.25419652	12.26700181	17.64305462	8.941218258
ENSG00000002586	0	1.01098361	0	0	0	0	0	0	9.617674863	42.88365485	0	19.69651509	7.117318356
ENSG00000002726	0	3.993448031	0	0	0	6.830747755	0	0	0	0	3.621216292	0	0
ENSG00000002746	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000002822	0	0	0	0	0	0	0	0	1.476059072	4.876309799	0	1.693717452	0
ENSG00000002834	12.17343691	14.19177165	4.942725255	32.98397677	2.583554634	3.700337253	11.7480416	18.65269842	9.970036955	31.94246005	18.19119027	13.8446226	15.23691916
ENSG00000003056	11.58218324	3.093752911	0	2.366409835	0	0	6.115527102	0	5.279818468	0	3.38501414	6.668387379	1.631912962
ENSG00000003147	0	0	0	0	0	0	0	0	0	1.739046038	0	0	0
ENSG00000003393	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000003400	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000003436	0	0	0	0.584106372	0	0	0	0	0	0.506078017	0	0	0
ENSG00000003509	1.666343684	0	0	0	1.175083701	0	0.744206788	0	0	0	0	0.653656562	0
ENSG00000003756	0	0	0	0	0	0	0	0	2.992397511	0.932431904	0	2.783943965	0
ENSG00000003987	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000003989	0	0	0	0	0	0	4.04595575	0	0.504359445	0	0	1.555708052	0
ENSG00000004059	11.87475933	16.17461488	12.92100193	2.912944029	0	4.447705994	5.583919883	9.491057094	7.151394719	7.355193106	23.6345376	31.28661621	12.19481168
ENSG00000004139	2.556835176	0	0	0.913196886	0	0	0	0	0.366559839	0.423481212	1.109624833	0.899058387	1.03723213
ENSG00000004142	6.56090647	0	0	0	4.495268883	5.737403817	6.189766172	0	3.14587001	2.392397266	0.902159711	2.830700454	0
ENSG00000004399	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000004455	44.00576615	19.76987259	5.12066442	6.926431947	35.43825793	40.36065406	49.5513196	14.05876096	15.69385077	29.55055972	18.64630939	21.75694099	8.76159105
ENSG00000004468	2.585514442	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000004478	11.27638823	6.215800851	10.25989329	4.87495183	3.279267081	3.249379491	17.44789532	2.854532565	24.70870968	16.05731415	6.821574473	15.69956159	8.374287776
ENSG00000004487	1.433601447	0.984071068	0	0.93966585	0	0	0.577215128	0	3.224209508	1.378172086	0	2.505830534	0
ENSG00000004534	0	0	0	0	0	0	0	0	0	1.105353078	0	3.843720252	0
ENSG00000004660	0	0	0	0	0	0	0	0	0	0	0	1.184309387	0
ENSG00000004700	5.486738701	6.852594114	0	2.438712924	3.669350841	0	5.174808776	3.258565941	6.538473773	10.97768097	9.342544965	5.163093434	2.76352038
ENSG00000004766	1.959049967	0	0	0	0	0	0	0	1.928171632	2.051827094	0	1.304325956	0
ENSG00000004776	32.13839802	188.855218	118.8458895	178.2671413	119.782905	14.35027162	0	23.07618778	19.15737082	65.75598624	151.0429983	43.36550649	110.4235342
ENSG00000004777	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000004779	0	0	0	0	42.66482587	3.132875753	6.505349054	0	0	0	0	5.779806264	2.142918297
ENSG00000004799	5.795801362	0	0	0	7.626324435	4.834122898	0	0	0	1.507017857	0	0	0
ENSG00000004838	0	0	0	0	0	0	0	0	6.318520942	0	0	4.092561108	0
ENSG00000004848	0	0	0	0	0	0	0	0	1.576700286	0	0	0	0
ENSG00000004864	12.45452918	4.333112483	1.009930462	3.289958355	1.929743288	18.81779927	61.62681195	1.971637674	5.264905714	8.635351985	1.474035076	10.93940274	1.204017049
ENSG00000004897	0	0	0	0	0	0	0	0	0	1.40400446	0	1.426711628	0
ENSG00000004939	35.69891238	9.803601725	19.47919463	34.15428505	13.52148085	32.55449562	46.21925284	79.46523878	9.87089655	11.24427364	8.364749341	6.812295624	3.034428671
ENSG00000004961	0	4.511744842	0	0	0	0	3.109135543	0	0	0	0	5.218958813	0.541073361
ENSG00000004975	0	0.757597262	0	0	0	0	0	0	0	0	0	1.0866231	0
ENSG00000005007	4.162545582	2.670970063	0	4.530655483	1.755916942	0	5.442635633	4.889513638	10.67669628	9.893681046	6.814430667	8.203343005	4.201098896
ENSG00000005020	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000005022	57.90422937	52.94095153	102.922731	14.75135279	33.10491713	226.4296413	113.6138035	75.27746543	21.35098636	46.0664957	42.39028867	22.20050695	52.07288694
ENSG00000005075	0	0	0	0	0	0	0	1.727907264	0	0	0	0	0
ENSG00000005100	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000005108	0	0	0	0.982528017	0	0	0	0	0.559623683	0.787381236	0	0	0
ENSG00000005156	0	0	0	0	0	0	0	0	2.663215617	4.352905048	0.766735927	2.541081443	0
ENSG00000005175	1.220222465	0	0	0	0	0	0	0	1.438620301	2.5862682	0	3.404330376	0
ENSG00000005187	0	0.31203813	0	0	0	5.736945547	4.2549665	0	0	3.863686761	0	0	0
ENSG00000005189	0	0	0	0	0	0	0	0	8.432421201	0	0	4.96037352	0
ENSG00000005194	0	0	0	0.962565808	0	1.202464362	2.710950202	0	6.304348535	4.147012495	2.983115465	10.48930854	1.300964122
ENSG00000005243	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000005249	20.34102043	5.115940117	6.995356115	9.482180065	2.271523725	0.866533823	2.435807689	0	17.32255302	5.997935067	4.12950679	31.0394996	6.480322802
ENSG00000005302	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000005339	0	0	0	0	0	0	0	0	0.800737342	0	0	0	0
ENSG00000005381	3.127789461	13.58835596	0.589798424	9.920690241	2.128214155	1.44875298	14.96918305	41.65897181	1.035687627	6.153242774	16.65969141	0	3.455873238
ENSG00000005421	17.18154138	4.001066196	5.218934609	4.481416394	0	4.505463499	20.83399543	3.971506033	2.358205153	2.308829577	1.733339154	2.941934923	2.190978406
ENSG00000005436	0	0	0	0	0	0	0	0	0	0	0	1.573178793	0
ENSG00000005448	0	0	0	0	0	0	0	0	0.104900117	0	0	1.241738409	0
ENSG00000005469	0	0	0	0	0	0	2.714717623	0	0	0	0	0	0.539073756
ENSG00000005471	0	0	0	0	0	0	3.204710492	0	0	0	0	0	0
ENSG00000005483	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000005486	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000005700	0	0	0	0	0	0	0	0	0	0.554540785	0	0	0
ENSG00000005810	0	1.096254326	0	1.222446805	0	0	0	0	1.556831602	1.609988647	0	2.924464651	0.636455701
ENSG00000005844	0	0	0	0.679848592	0	0	0	0	0	0	0	0	0
ENSG00000005882	3.921463231	0.820617669	0	0	3.64688969	4.140166647	0	0	1.975880994	0.472570538	0	1.542123662	1.785267495
ENSG00000005884	2.868107194	4.705838327	0	5.41633627	0	5.244000134	0	20.54766543	2.744675437	3.648999647	6.468083441	1.85338742	6.264014299
ENSG00000005889	0	0	0	0	0	0	0	0	0.649541709	0	0	1.124835675	0
ENSG00000005893	32.27438961	2.011366086	3.112501728	18.31452166	0	10.77642342	16.45477814	33.95797025	10.23217559	0	0	12.24369395	6.82716407
ENSG00000005961	0	0	0	0	0	0	0.763424386	1.013158254	0	0	0	0	0
ENSG00000006007	0	0	0	0	0	0	0	0	0	0	0	1.608023691	0
ENSG00000006025	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006047	0	0	0	0	0	2.027655287	0	0	42.98980183	0	0	80.05030272	0
ENSG00000006116	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006118	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006125	22.71447059	6.752657853	3.859314265	7.428583615	4.220395107	3.03848742	6.712510496	5.971425783	34.2867863	10.60598299	7.365712298	23.24562695	5.661996718
ENSG00000006282	7.270448444	1.458507438	0	0	1.635345589	0	0	0	3.246051148	3.144432216	0.820689012	3.198955575	0
ENSG00000006451	4.446222097	9.777499642	3.042843174	3.512200625	4.064977833	4.54646899	10.27236688	10.08430382	5.969416909	5.923697363	5.444182671	8.236250698	4.021209652
ENSG00000006453	0	0	0	0	0	0	0	0	0	0.951038776	0	0.649018307	0
ENSG00000006534	5.968150386	0	0	0	0	0	0	5.791648283	0	0	0	0.439085594	0
ENSG00000006607	0.714474281	0	0	0	0	0	0	0	0	0.525211276	0	0.886940389	0
ENSG00000006611	0	0.289498387	0	0	0	0.507472613	0	0	0	0	1.364088183	0	0
ENSG00000006625	2.768308879	5.186479324	7.717206797	4.650351449	1.677840703	4.99291196	4.076645969	4.616836525	7.251896372	7.614447464	3.466535834	1.620110616	2.345081931
ENSG00000006652	0	0	0	0	0	0	0	0	0.498283048	0	0	0.77939107	0
ENSG00000006712	0	0	0	0	0	0	0.900893008	0	1.409695708	1.853375548	0	5.397651154	0
ENSG00000006715	0	0	0	0	0	0	0	0	1.720769521	0	0	1.601807148	0
ENSG00000006740	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006744	1.985993548	0.384208372	0	0	0	0	1.529694219	0	1.105192894	1.11197204	0	1.924164564	0
ENSG00000006747	0	2.263019008	0.748459423	2.202703986	0	2.020576135	0	0	0.298510048	2.451611297	3.92328599	0.268709646	0.982035337
ENSG00000006756	0	0	0	0	0	0	4.343717742	0	0.824043255	0.522231208	0	0.772232004	0
ENSG00000006788	0	0	44.75163543	0	0	0	0	0	0	0	0	0	0
ENSG00000007038	0	0	0	0	0	0	0	0	8.399714634	0	0	4.281910224	0
ENSG00000007047	0	0	0	0	0	0	0	0	0	0	0	0.768264105	0
ENSG00000007062	0	0	0	0	0	1.285622809	0	0	0	1.732164078	0	0	0
ENSG00000007080	0	2.579918141	0	1.837028847	0	4.546057918	2.638008109	0	6.441521056	8.063986758	0.801634651	8.185719933	0
ENSG00000007168	14.29064791	10.81607197	4.534277285	12.78873583	7.277230518	2.844468036	4.976661067	4.476861764	20.54973289	6.834124601	9.958212329	26.61750876	5.625193543
ENSG00000007202	0	0	0	0	0	0	0	0	0.261058412	0	0	0.770002406	0
ENSG00000007237	0	3.15428045	0	0	0	0	0	0	0	1.750295736	0	1.976322143	0.678160954
ENSG00000007264	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007306	0	3.685131952	0	0	0	0	0	0	0	0	9.58326299	0	0
ENSG00000007312	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007350	0	0	0	0	0	0	0	0	185.1414167	0	0	184.5517648	0
ENSG00000007384	0	0	0	0	0	0	0	0	0.373191836	0.525442789	0	0	0
ENSG00000007392	0	0	0	0	0	0	0	0	7.921645546	0	0	1.415029643	0
ENSG00000007402	0	0	0	0	0	0	0	0	3.721393468	0	0	1.48970668	0
ENSG00000007516	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007541	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007866	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007923	7.413907278	2.954240759	1.371203286	2.667085679	3.718889377	2.494634521	4.906696087	0	3.155748951	3.848133985	2.771946274	3.629533287	2.215065154
ENSG00000007933	0	0	0	0	0	0.675441545	71.31948399	4.135905681	0	0.616330371	0	0	0
ENSG00000008018	25.55999025	18.16504552	5.811630173	7.219889601	6.744465294	9.546805642	16.81270884	10.96415893	18.20563046	20.39015086	11.16100569	19.33376606	8.045329031
ENSG00000008056	1.385794726	0	0	0	0	0	0	0	0	0	0.679309675	0	0
ENSG00000008086	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000008128	0	0	0	0	0	0	2.883186454	0	0	3.696133751	0.570282824	2.166124239	0
ENSG00000008130	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000008256	0	0	0	0	0	0	0	0	0	0.921790625	0	0	0
ENSG00000008277	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000008282	0	12.09199634	15.31372354	0	0	9.233281737	0	15.44016834	15.57142111	4.902847286	5.029052727	28.19987626	11.57397822
ENSG00000008294	8.007066425	2.999143689	0	2.327338601	0	0.391706481	2.953570026	0.78216792	4.383176227	9.679851426	4.7223931	4.22630267	1.595586356
ENSG00000008300	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000008311	3.172714119	0	0	1.132547608	4.702902328	3.298972594	19.38882161	3.659644834	3.935593608	3.938546879	0	4.253556149	1.102724947
ENSG00000008394	55.01275101	10.04237359	0	8.926978142	0	22.72571962	149.6593712	11.55032073	5.577486475	13.69488049	8.423327939	5.757919171	6.551226827
ENSG00000008438	0	0	0	0.758719656	0	0	0	0	0	0	0	0	0
ENSG00000008441	0	1.619230194	0	0	0	0	0	0	4.996000833	0	0.951160261	3.259485751	0
ENSG00000008838	0	0	0	0	0	0	0	0	0.695806199	0	0	0	0
ENSG00000008869	0	0	0	0	0	0	0	0	1.177038629	1.274640369	0	1.035654414	0
ENSG00000008952	22.32396341	8.80318438	0	0	0	1.835154537	4.991574687	3.910346456	9.354785958	28.45096553	3.713687771	7.352126957	3.216488916
ENSG00000008988	23.33753217	49.59878982	0	12.33590846	0	19.67805765	64.3056218	22.45421975	27.87861498	93.54074046	28.87827405	42.26455577	10.88871195
ENSG00000009307	9.213798639	2.796737941	4.18300106	2.595123939	3.069194982	0.873408341	6.915674882	2.081313399	5.034396763	4.846136678	6.592852191	6.352653502	3.881241593
ENSG00000009335	0	2.004853955	0	0	0	0	0.79876036	1.379741975	3.071877591	0.983971967	1.807113005	2.7225239	1.158918876
ENSG00000009694	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000009765	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000009790	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000009830	0	0	0	0	0	0	0	0	0	0	0	0.620170594	0
ENSG00000009844	0	1.931905499	0	3.928808491	2.127657827	2.407806426	3.987960807	0	4.262255854	3.546341352	3.516120568	5.45860003	1.986453141
ENSG00000009950	0	0	0	0	0	0	2.208938613	0	0	0	0	0	0
ENSG00000009954	1.031367179	0	0	0.816901579	0	0	0.92039965	0	1.723153444	2.036104082	0.430014054	1.774824598	0
ENSG00000010017	0	0	0	0	0	0	0	0	0	0.698293475	0	3.076845462	0
ENSG00000010165	1.1520495	0	0	0.775932493	0	0	0	0	1.197093329	1.502973642	0	1.775994044	0
ENSG00000010244	0	0	0	0	0	0	5.191612567	0	2.018963039	1.336566451	1.368067538	10.59067408	0
ENSG00000010256	52.30617157	23.36608883	28.14943791	6.96850088	291.9548418	45.68863736	42.91672174	15.66073235	18.71659276	14.81424486	21.412212	16.73512279	13.62067707
ENSG00000010278	19.18790775	23.58906543	25.89875094	8.802436058	0	13.96975992	0	66.31543259	7.980098258	5.680694858	11.54914872	7.543346279	11.68343533
ENSG00000010282	0	0	0	0	13.95902089	0	0	0	0	0	0	0	0
ENSG00000010292	0	0	0	0	0	0	0	0	3.165924428	0	0	2.25155051	0
ENSG00000010322	2.444918141	1.603524744	0	0	0	0	0	0	1.349745378	2.115524895	0	4.029333615	0.98023814
ENSG00000010327	2.285674725	3.842310413	0	3.251022198	0	0	3.70158462	2.551791565	1.341364156	3.506228007	1.502171098	1.285502592	1.766059296
ENSG00000010404	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000010438	0	0	0	0	0	0	0	0	0	53.39724747	0	0	0
ENSG00000010610	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000010626	0	0	0	0	0	0	0	0	0	0	0	0.437087024	0
ENSG00000010671	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000010810	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000010818	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000010932	0	0	0	0	0	8.032181741	0	0	0.485633546	0	0	1.369627057	0
ENSG00000011007	0	0	0	0	0	0	2.036800573	0	0.318237068	2.807510963	0	1.693507109	0
ENSG00000011009	3.571345841	4.651589857	0	2.445538255	2.253317342	9.015658457	11.60083772	3.685563067	2.857765466	7.983289224	6.711990322	8.145491823	4.103201935
ENSG00000011021	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011028	1.048939143	3.559689084	0	4.171386204	0	0	0	0	6.788682935	4.808080572	3.825160628	4.131103109	1.918965968
ENSG00000011052	64.26167636	29.54652666	47.42549623	26.31984939	30.25859959	39.50461095	61.87603403	34.99038029	61.35005917	76.73840663	38.53388258	88.51485017	36.38762737
ENSG00000011083	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011105	0	0	0	0	0	0	0	0	2.982088138	0	0	0	0
ENSG00000011198	0	0	0	0	0	0	0.586787011	0	0	0	0	0	0
ENSG00000011243	0	0.873826603	0	0	0	0	0.247634474	0	3.740557801	0	0	3.377530427	0.689269455
ENSG00000011260	0	0	0	0	0	0	0.582430869	0	1.115038611	4.890383239	0	3.034623431	0
ENSG00000011275	0	0	0	0	0	0	0	0	0	0	0	0.37464674	0
ENSG00000011295	0	0.902819903	0	0	0	0	0	0	0	0	0	1.041749833	0
ENSG00000011304	24.80288259	17.78141847	14.32771191	6.205932802	3.290923698	8.714107672	25.96060714	28.33197659	37.78650949	40.48320877	25.32150673	31.04660846	12.58012174
ENSG00000011332	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011347	0	0	0	0	0	0	0	0	0	1.622782091	0	0	0
ENSG00000011376	3.856001348	0.191497902	0	0	2.532716361	0.81351746	2.57774975	0	1.852694371	7.240468864	0.763146411	2.822553417	0
ENSG00000011405	0	0	0	0.948405599	0	0	0	0	1.725525146	0.869755488	0	1.82655834	0
ENSG00000011422	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011426	0	0	0	0	0	0	0	0	0	0	0	1.31285271	0
ENSG00000011451	0	0	0	0	0	0	0	0	0.502336986	0	0	0.635130293	0
ENSG00000011454	0.934896556	4.386966629	0	2.103902412	0	0	0.430258868	1.221101448	5.229236209	4.479411406	2.020515492	4.684947488	1.5378377
ENSG00000011465	130.1842731	477.9085982	379.8415569	619.056303	55.57685374	19.5128389	11.14775696	263.5046671	337.4304214	542.9485577	633.077082	337.2382572	478.1164244
ENSG00000011478	2.165215495	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011485	8.21666145	2.953751512	0	3.775904069	3.186410678	0.610596443	2.453640163	0	7.791817843	5.721870415	5.16967006	9.539783592	2.880528019
ENSG00000011566	0	0	0	0	0	0	0	0	0.336482302	0	0	0	0
ENSG00000011677	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000012061	0	0	0	0	0	0	0	0	0.50015512	0	0	0	0
ENSG00000012124	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000012171	3.424252686	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000012223	5.459467968	20.79773939	2.918525203	26.36787606	2.162170806	23.93612344	7.469743732	29.49996611	0.575946033	8.507558433	54.67422526	0.855220591	1.003903072
ENSG00000012660	12.61348687	0	0	0	0	0	8.10214249	0	0	0	0	0	0
ENSG00000012779	0	0.671095844	0	0.453587556	0	0	0	3.393014015	0	4.611555291	2.815597147	0.753172688	1.82765755
ENSG00000012822	0	0	0	0	0	0	0	0	1.760927793	0.500894311	0	1.233113316	0.331229269
ENSG00000012963	0	0	0	0	0	0	0	0	0.28707261	1.204493717	0	2.222642615	0
ENSG00000012983	0	0	0	0	0	0	0	0	1.298966344	1.606881701	0	0	0
ENSG00000013016	20.14277931	0	0	0	2.754788074	0.926525007	10.69000654	3.791999227	2.550797266	0	0	0	1.378073694
ENSG00000013275	20.95328963	9.252146778	1.113239547	7.638300215	3.308404186	5.336667401	7.148875953	6.33969207	13.272359	11.74504646	5.203129415	12.22558544	7.053801482
ENSG00000013288	0	0	0	0	0	0	0	0	0.81508579	2.90857592	0	0	0
ENSG00000013293	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000013297	0	0	0	0	0	0	0	0	16.0110927	0	0	0	0
ENSG00000013364	77.9023781	17.47225565	14.03482433	31.62450763	4.43336677	20.09676154	8.065990751	19.49321701	40.13233097	41.74944726	24.73232267	28.19663606	5.772711382
ENSG00000013374	0.909985692	2.695856773	0	2.38681437	0	0	1.154350483	0	2.476597124	4.493033502	2.103675602	2.810571787	1.241618203
ENSG00000013375	5.887731461	2.225308336	0	2.27802955	0	0	11.43304832	0	9.544935437	16.03856368	3.167084061	16.20067092	2.815344942
ENSG00000013503	0.208315663	0	0	0	0	0	0	0	0	1.11339934	0	0.50021273	0
ENSG00000013523	0	0	0	0	0	0	0	0	0	0	0	0.519738098	0
ENSG00000013561	0	0	0	0	0	0	1.777207818	0	1.020647883	0	0	2.194520529	0.652871806
ENSG00000013563	0	0	0	0	0	0	0	0	0.324321377	0	0	0	0
ENSG00000013573	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000013583	29.43314378	1.697222563	0	5.081934432	4.066005297	8.927591007	13.69024626	8.98682085	4.768067978	10.43558829	6.325995991	8.868990182	5.589895983
ENSG00000013588	0	0	0	0	0	0	0	40.29801271	0	0	0	0	0
ENSG00000013725	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000013810	0	0	0	0	0	0	0	0	2.322405923	0	0	1.110948479	0
ENSG00000014123	14.22495169	2.142515817	1.991727276	2.304882268	2.489630838	0.753892889	2.601523621	2.949970607	8.272192691	19.25750421	2.689765604	8.577292296	6.746508582
ENSG00000014216	12.59310868	20.56846157	18.57878305	15.35792279	8.099163137	7.467788311	8.854313921	15.18265879	11.90650818	17.86397137	19.73850335	16.71205174	13.86279799
ENSG00000014257	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000014641	106.0773273	137.2975723	76.04718976	51.42276636	337.1728602	45.31065143	34.96287238	21.74752504	43.57480071	71.9258877	54.5359062	92.70846142	53.31936081
ENSG00000014824	4.655581617	0.511240013	0	0	0	0	0.898137099	0	1.599056326	4.999981608	0	2.57486849	0
ENSG00000014919	1.784602985	0	0	0	0	2.871048416	0	0	0.319041738	0	0	0	0
ENSG00000015133	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000015171	0	0	0	0	0	0	0	0	0.976818379	0	0	0	0
ENSG00000015285	0	0	0	0	0	0	0	0	0	0.687884007	0	0	0
ENSG00000015413	0	0	0	0	0	44.41093958	0	0	83.87888944	34.67784659	0	89.51455866	0
ENSG00000015475	0	0	0	0	0	0	5.499325697	1.498901311	0	0	0	0	1.55369675
ENSG00000015479	69.48623738	9.071802719	4.970464957	7.876371365	4.910715259	2.801621666	10.94773789	21.72619713	40.07206804	33.93873748	13.06210362	42.66246538	5.620623353
ENSG00000015520	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000015532	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000015676	0	1.410774571	0	0	0	0	0	0	3.494089243	1.751351174	0.72488385	7.218612999	1.759142659
ENSG00000016391	0	4.282043594	0	0	0	18.20832346	11.71787895	0	0	7.304879108	1.459713081	2.564883975	0
ENSG00000016490	0	60.89720232	0	0	0	0	0	0	0	0	60.60590827	0	0
ENSG00000016602	0	1.122120539	13.46736385	0	0	0	0	0	0	0	2.697689901	0	0.289021646
ENSG00000016864	0	0	0	0	0	0	0	0	0.818874018	0	0	1.681730844	0
ENSG00000017260	1.028730538	0.330494195	0	0	0	0	0	0	0.289927032	1.900206085	0.857391453	1.96742318	0
ENSG00000017797	1.767849572	0	0	0	0	0	1.04349735	0	0.99502675	1.263887375	0	2.040084866	0
ENSG00000018189	4.357101623	0	0	1.320785022	0	0	1.282493992	0	1.17735672	1.878764945	1.838827194	5.742408268	0
ENSG00000018236	1.542468645	2.099556846	0	3.220071029	0	0	0	0	4.17856187	2.93053397	1.094853334	3.666935536	11.80749079
ENSG00000018510	6.387606261	1.614833354	0	1.436128568	0	0.635887956	3.206248322	2.228430923	6.60830138	4.760794214	1.851502945	14.29222776	1.021955559
ENSG00000018610	0	0	0	0	0	0	0	0	0	0	0	0.795535792	0
ENSG00000018625	0	3.851166677	5.484529611	0	19.69787519	0	0	0	0.719592304	0	5.615037023	0.994557837	2.628908869
ENSG00000018699	0	0	0	0	0	0	0	0	3.53934048	0.82740796	0	3.55733041	0
ENSG00000019102	0	0	0	0	0	0	0	0	0	0	0.977249492	0	0
ENSG00000019144	0	1.684492203	0	3.483934393	0	0	0	0	1.728348648	6.228180689	2.167026501	0.827701066	1.121315188
ENSG00000019169	0	0	0	0	0	0	2.36418124	0	0	0	0	0	0
ENSG00000019582	0	3.463383634	0	0	0	3.763714219	1.750650307	10.50804141	0.661269878	9.686758026	3.321095212	1.082139388	0.961638121
ENSG00000020129	2.152479746	0	0	0	0	0	0	0	1.754899711	0	0	1.98104918	0
ENSG00000020181	0	0	0	0	0	0	0	0	0	0.506232651	0	0	0
ENSG00000020426	0	0	0	0	0	0	0	0	1.626995813	0	0	1.917738495	0
ENSG00000020633	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000020922	3.499378637	1.205841995	0	0.777038645	0	0	1.148469405	0	2.965021324	5.59509112	3.043431076	4.227196887	1.339119702
ENSG00000021300	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000021355	57.30266655	30.37873546	48.81688115	18.12118423	3.770091377	16.95657183	15.58151314	26.24229992	15.20470356	68.11755139	31.25790256	19.03277475	12.88330204
ENSG00000021574	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000021645	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000021762	0	0	0	0	0	0	0	0	0.274202266	0	0	0	0
ENSG00000021776	0	0	0	0	0	0	1.130285709	0	4.305061994	1.677479475	0	2.606132423	0
ENSG00000021826	0.585603656	0	0	40.55161311	8.466403366	0.7936148	1452.012524	2.279414344	0	0.808831993	0	1.038397376	0
ENSG00000021852	10.03923944	3.893133292	0	8.73797205	4.228323172	5.334518719	2.710060285	5.292308706	6.030237791	6.992805233	3.435812809	4.504205633	3.316313573
